txn_id,user_id,merchant,amount,city,timestamp,status
TXN000000000030,U063693,Flipkart,4115.55,Pune,2025-08-23 06:24:24,SUCCESS
TXN000000000031,U044703,Hotstar,2405.49,Ahmedabad,2025-05-20 00:20:03,SUCCESS
TXN000000000032,U042415,RelianceDigital,4046.62,Hyderabad,2025-02-18 19:23:03,SUCCESS
TXN000000000033,U176160,Amazon,2743.63,Kolkata,2026-01-01 07:55:55,SUCCESS
TXN000000000034,U030104,Netflix,2049.51,Lucknow,2025-01-23 15:05:46,SUCCESS
TXN000000000035,U065440,Zomato,3928.58,Indore,2025-10-10 22:25:40,SUCCESS
TXN000000000036,U070900,PaytmMall,4865.06,Surat,2025-11-03 09:22:14,SUCCESS
TXN000000000037,U167083,GooglePlay,2812.92,Lucknow,2025-08-21 20:48:38,SUCCESS
TXN000000000038,U082462,Uber,4896.18,Nagpur,2025-02-09 11:45:30,SUCCESS
TXN000000000039,U020028,PaytmMall,1343.17,Kolkata,2025-02-24 01:27:37,SUCCESS
TXN000000000040,U127942,IRCTC,1372.66,Nagpur,2025-06-27 22:26:34,SUCCESS
TXN000000000041,U168081,Myntra,1976.12,Indore,2025-07-28 08:45:42,SUCCESS
TXN000000000042,U116198,Swiggy,212.76,Chandigarh,2025-07-03 18:24:42,SUCCESS
TXN000000000043,U154642,BookMyShow,53.68,Chandigarh,2025-11-23 19:15:24,SUCCESS
TXN000000000044,U031555,Amazon,568.6,Ahmedabad,2025-10-31 14:38:33,SUCCESS
TXN000000000045,U142539,Netflix,2142.72,Hyderabad,2025-02-22 12:37:46,SUCCESS
TXN000000000046,U090362,Ola,763.81,Chandigarh,2025-03-06 18:04:13,FAILED
TXN000000000047,U182700,RelianceDigital,3690.04,Jaipur,2025-04-07 22:20:56,SUCCESS
TXN000000000048,U007377,BookMyShow,3747.33,Bhopal,2025-10-08 13:21:03,FAILED
TXN000000000049,U108855,PaytmMall,3091.31,Lucknow,2025-06-03 01:27:06,SUCCESS
TXN000000000050,U091738,Swiggy,2216.85,Ahmedabad,2025-10-14 02:41:28,SUCCESS
TXN000000000051,U021918,RelianceDigital,4411.5,Ahmedabad,2025-09-10 04:48:12,FAILED
TXN000000000052,U006168,GooglePlay,180.25,Hyderabad,2025-06-27 23:46:48,SUCCESS
TXN000000000053,U131838,Amazon,3859.94,Pune,2025-05-06 20:44:23,SUCCESS
TXN000000000054,U042438,GooglePlay,3526.34,Hyderabad,2025-06-04 18:48:49,SUCCESS
TXN000000000055,U027885,AppleStore,2127.21,Lucknow,2025-06-17 16:37:14,SUCCESS
TXN000000000056,U068643,Ola,3345.37,Patna,2025-02-11 19:31:03,SUCCESS
TXN000000000057,U067516,Netflix,3406.17,Pune,2025-03-28 18:20:22,SUCCESS
TXN000000000058,U138823,Netflix,2852.76,Chennai,2025-06-03 10:54:00,FAILED
TXN000000000059,U010681,Myntra,4303.14,Ahmedabad,2025-10-03 09:54:37,FAILED
TXN000000000060,U073299,GooglePlay,315.41,Lucknow,2025-10-29 05:14:37,SUCCESS
TXN000000000061,U170944,Myntra,833.49,Pune,2025-10-13 10:58:32,SUCCESS
TXN000000000062,U000925,Zomato,2027.26,Chennai,2025-09-08 00:38:35,SUCCESS
TXN000000000063,U145652,Zomato,4250.0,Indore,2025-05-28 14:24:15,FAILED
TXN000000000064,U133673,Ola,1262.22,Delhi,2025-08-17 11:49:21,SUCCESS
TXN000000000065,U148074,Myntra,2507.2,Hyderabad,2025-09-26 13:21:04,SUCCESS
TXN000000000066,U087919,RelianceDigital,956.6,Kolkata,2025-01-20 05:07:25,SUCCESS
TXN000000000067,U151598,BookMyShow,758.83,Chandigarh,2025-12-07 14:31:36,SUCCESS
TXN000000000068,U120427,IRCTC,1776.17,Chennai,2025-03-17 01:04:42,SUCCESS
TXN000000000069,U136343,AppleStore,3129.57,Hyderabad,2025-04-11 04:54:46,SUCCESS
TXN000000000070,U162002,Uber,4767.1,Ahmedabad,2025-11-30 21:44:21,SUCCESS
TXN000000000071,U069647,Croma,1928.36,Chandigarh,2025-08-22 08:26:19,SUCCESS
TXN000000000072,U057504,Netflix,1881.67,Jaipur,2025-05-22 22:42:39,SUCCESS
TXN000000000073,U194100,BookMyShow,4707.36,Pune,2025-07-21 02:11:41,SUCCESS
TXN000000000074,U140906,PaytmMall,2566.64,Chandigarh,2025-07-13 09:14:26,SUCCESS
TXN000000000075,U020453,Netflix,3732.8,Indore,2025-10-19 13:53:27,SUCCESS
TXN000000000076,U147322,Flipkart,2904.25,Bhopal,2025-03-29 07:01:51,FAILED
TXN000000000077,U101766,RelianceDigital,3917.22,Mumbai,2025-07-02 11:19:46,SUCCESS
TXN000000000078,U066498,Netflix,1958.93,Delhi,2025-08-22 12:08:30,FAILED
TXN000000000079,U187734,Myntra,2631.85,Indore,2025-05-04 16:41:55,SUCCESS
TXN000000000080,U078320,AppleStore,2115.49,Chennai,2025-03-17 03:45:22,SUCCESS
TXN000000000081,U113234,AppleStore,226788.42,Nagpur,2025-11-28 21:27:57,SUCCESS
TXN000000000082,U031269,GooglePlay,1215.11,Jaipur,2025-02-14 01:55:33,SUCCESS
TXN000000000083,U068238,IRCTC,439.27,Jaipur,2025-01-28 17:47:51,SUCCESS
TXN000000000084,U094033,Netflix,1593.84,Mumbai,2025-12-06 09:44:34,SUCCESS
TXN000000000085,U015307,Uber,184828.49,Lucknow,2025-01-17 12:45:54,SUCCESS
TXN000000000086,U008193,PaytmMall,194.07,Patna,2025-03-23 23:32:17,SUCCESS
TXN000000000087,U121175,Amazon,543.42,Kolkata,2025-01-09 18:08:44,SUCCESS
TXN000000000088,U095685,Hotstar,2805.67,Indore,2025-07-08 11:35:22,SUCCESS
TXN000000000089,U134435,RelianceDigital,3647.43,Kolkata,2025-04-29 22:35:05,SUCCESS
TXN000000000090,U146897,Hotstar,3135.2,Nagpur,2025-11-11 05:05:16,SUCCESS
TXN000000000091,U063418,PaytmMall,1399.82,Bhopal,2025-07-08 19:02:38,SUCCESS
TXN000000000092,U045302,BookMyShow,715.36,Chandigarh,2025-10-04 18:30:52,SUCCESS
TXN000000000093,U190838,PaytmMall,351.23,Hyderabad,2025-11-13 14:45:39,SUCCESS
TXN000000000094,U073452,GooglePlay,2098.64,Hyderabad,2025-05-13 10:09:24,SUCCESS
TXN000000000095,U093987,PaytmMall,3970.54,Kolkata,2026-01-30 10:33:26,SUCCESS
TXN000000000096,U107342,Croma,800.77,Nagpur,2025-11-05 20:47:13,SUCCESS
TXN000000000097,U151371,Ola,4182.02,Patna,2025-03-08 05:21:49,SUCCESS
TXN000000000098,U061662,Amazon,4300.34,Kolkata,2025-06-15 01:05:59,SUCCESS
TXN000000000099,U148428,GooglePlay,3550.07,Mumbai,2025-05-06 19:56:37,SUCCESS
TXN000000000100,U109354,AppleStore,2329.09,Kolkata,2025-12-11 05:45:47,SUCCESS
TXN000000000101,U091152,PaytmMall,4160.22,Jaipur,2025-08-02 00:54:40,SUCCESS
TXN000000000102,U027812,IRCTC,1040.36,Nagpur,2025-10-04 17:30:29,SUCCESS
TXN000000000103,U030565,BookMyShow,1286.63,Surat,2025-05-29 15:54:26,SUCCESS
TXN000000000104,U134786,BookMyShow,3952.34,Chandigarh,2025-06-02 08:58:34,SUCCESS
TXN000000000105,U045998,Zomato,4489.41,Pune,2025-08-27 02:41:00,SUCCESS
TXN000000000106,U141385,Myntra,1420.46,Bhopal,2025-08-12 16:23:09,SUCCESS
TXN000000000107,U033502,Myntra,2682.59,Chandigarh,2025-03-10 02:11:35,SUCCESS
TXN000000000108,U178350,Amazon,2542.16,Indore,2025-05-12 01:34:58,SUCCESS
TXN000000000109,U099215,BookMyShow,208442.42,Surat,2025-05-11 20:01:43,SUCCESS
TXN000000000110,U015816,Croma,444.0,Indore,2025-12-06 01:33:40,SUCCESS
TXN000000000111,U132382,Amazon,3472.63,Lucknow,2025-06-06 15:07:53,SUCCESS
TXN000000000112,U190637,Myntra,1987.81,Chandigarh,2025-06-09 10:20:38,SUCCESS
TXN000000000113,U050547,Amazon,4522.6,Hyderabad,2025-11-10 05:20:01,SUCCESS
TXN000000000114,U164478,Uber,2088.41,Indore,2025-12-28 12:07:14,SUCCESS
TXN000000000115,U167091,RelianceDigital,4781.52,Pune,2025-02-08 18:10:29,SUCCESS
TXN000000000116,U053343,AppleStore,648.15,Patna,2025-11-21 02:45:23,SUCCESS
TXN000000000117,U139199,Myntra,2675.35,Mumbai,2025-07-20 01:36:41,FAILED
TXN000000000118,U086669,Uber,4269.91,Bhopal,2026-01-19 12:27:39,SUCCESS
TXN000000000119,U051387,BookMyShow,384807.28,Chandigarh,2026-01-07 20:35:55,SUCCESS
TXN000000000120,U025494,Ola,2348.38,Hyderabad,2025-12-11 15:18:55,SUCCESS
TXN000000000121,U113036,AppleStore,313.62,Kolkata,2025-03-20 13:04:29,FAILED
TXN000000000122,U192359,Ola,1780.46,Bhopal,2025-07-02 18:32:59,SUCCESS
TXN000000000123,U033474,Swiggy,2853.74,Chennai,2025-10-02 01:50:43,FAILED
TXN000000000124,U001811,Amazon,243360.08,Delhi,2025-04-17 05:14:49,SUCCESS
TXN000000000125,U120501,Hotstar,1701.98,Delhi,2025-04-09 13:10:08,SUCCESS
TXN000000000126,U103960,GooglePlay,4006.83,Lucknow,2025-10-20 11:25:23,SUCCESS
TXN000000000127,U100268,PaytmMall,3594.78,Bhopal,2025-04-30 16:04:19,SUCCESS
TXN000000000128,U170497,Flipkart,453.1,Bangalore,2025-11-23 01:21:46,SUCCESS
TXN000000000129,U023302,PaytmMall,2715.62,Chandigarh,2025-10-20 21:41:43,SUCCESS
TXN000000000130,U021829,Uber,912.09,Mumbai,2025-05-05 01:01:10,SUCCESS
TXN000000000131,U049003,Zomato,4896.31,Lucknow,2025-05-27 15:00:10,SUCCESS
TXN000000000132,U094055,Hotstar,3173.5,Jaipur,2025-06-07 01:47:37,SUCCESS
TXN000000000133,U064270,Croma,4525.64,Mumbai,2025-07-14 15:50:05,SUCCESS
TXN000000000134,U015140,IRCTC,4048.7,Indore,2025-07-26 06:47:30,SUCCESS
TXN000000000135,U098353,Uber,2404.22,Bangalore,2026-01-07 08:21:32,SUCCESS
TXN000000000136,U074475,IRCTC,3136.47,Mumbai,2025-10-18 14:55:38,SUCCESS
TXN000000000137,U102657,Zomato,3985.16,Delhi,2025-06-05 21:51:45,SUCCESS
TXN000000000138,U142015,Croma,404350.22,Hyderabad,2025-03-10 00:56:59,SUCCESS
TXN000000000139,U140855,Amazon,3765.48,Lucknow,2025-08-19 01:33:37,SUCCESS
TXN000000000140,U115270,Flipkart,3678.14,Lucknow,2025-06-13 23:54:59,SUCCESS
TXN000000000141,U169002,PaytmMall,3619.12,Ahmedabad,2025-12-25 06:11:12,SUCCESS
TXN000000000142,U172023,Swiggy,545.42,Chandigarh,2025-05-15 08:38:13,SUCCESS
TXN000000000143,U003671,IRCTC,1807.39,Chandigarh,2025-10-24 06:06:06,FAILED
TXN000000000144,U041375,Netflix,1144.71,Chandigarh,2025-11-18 23:21:32,SUCCESS
TXN000000000145,U006821,Ola,3174.79,Jaipur,2025-12-09 22:03:42,SUCCESS
TXN000000000146,U006233,PaytmMall,4135.69,Mumbai,2025-01-13 04:42:51,SUCCESS
TXN000000000147,U081810,PaytmMall,4780.74,Bhopal,2025-05-21 06:13:05,SUCCESS
TXN000000000148,U089291,AppleStore,3051.54,Bangalore,2025-07-11 11:22:43,SUCCESS
TXN000000000149,U140546,Zomato,1591.26,Patna,2025-08-21 09:46:53,SUCCESS
TXN000000000150,U150642,Flipkart,1007.62,Chandigarh,2025-04-28 22:27:55,SUCCESS
TXN000000000151,U178020,BookMyShow,4019.2,Bhopal,2025-06-08 22:38:31,SUCCESS
TXN000000000152,U145781,Zomato,494.56,Pune,2025-04-18 10:51:58,SUCCESS
TXN000000000153,U198861,Croma,2484.9,Chennai,2025-02-19 11:37:10,SUCCESS
TXN000000000154,U096087,BookMyShow,3330.1,Bhopal,2025-06-29 06:12:07,FAILED
TXN000000000155,U001054,Zomato,1091.59,Patna,2025-11-30 04:55:31,SUCCESS
TXN000000000156,U154404,RelianceDigital,2205.47,Surat,2025-11-08 20:00:19,SUCCESS
TXN000000000157,U169922,IRCTC,1529.77,Chandigarh,2025-10-03 20:51:44,SUCCESS
TXN000000000158,U060954,Hotstar,2732.83,Patna,2025-12-02 11:44:38,SUCCESS
TXN000000000159,U140102,RelianceDigital,4091.37,Delhi,2025-01-05 17:49:06,SUCCESS
TXN000000000160,U144529,GooglePlay,2206.61,Pune,2025-11-24 20:13:37,FAILED
TXN000000000161,U021865,IRCTC,3124.53,Mumbai,2025-01-14 05:41:15,SUCCESS
TXN000000000162,U127537,PaytmMall,3510.56,Pune,2025-01-05 09:48:24,FAILED
TXN000000000163,U107734,AppleStore,2577.38,Bhopal,2025-09-25 23:37:25,SUCCESS
TXN000000000164,U196601,Netflix,3527.16,Nagpur,2025-02-21 10:36:42,SUCCESS
TXN000000000165,U159344,IRCTC,1817.37,Indore,2025-06-30 05:37:24,SUCCESS
TXN000000000166,U121695,Amazon,266665.83,Jaipur,2025-09-28 12:59:41,SUCCESS
TXN000000000167,U078237,Swiggy,886.32,Indore,2025-07-19 15:39:44,SUCCESS
TXN000000000168,U043034,Amazon,77.68,Delhi,2025-05-25 17:22:25,FAILED
TXN000000000169,U046487,Hotstar,3926.76,Jaipur,2025-01-25 11:29:36,SUCCESS
TXN000000000170,U067732,Netflix,2031.58,Indore,2025-10-13 17:13:14,SUCCESS
TXN000000000171,U078616,Netflix,3914.86,Bhopal,2025-07-02 05:16:04,SUCCESS
TXN000000000172,U113649,Swiggy,575.41,Lucknow,2025-03-09 02:50:50,SUCCESS
TXN000000000173,U192416,IRCTC,2260.34,Chennai,2025-12-12 14:24:52,SUCCESS
TXN000000000174,U075601,Myntra,3294.38,Nagpur,2025-04-09 12:12:45,SUCCESS
TXN000000000175,U020442,Flipkart,2118.27,Delhi,2025-12-26 09:27:54,SUCCESS
TXN000000000176,U059639,Uber,1943.78,Pune,2025-04-10 18:01:10,SUCCESS
TXN000000000177,U026741,Amazon,1520.72,Lucknow,2025-04-09 09:34:57,SUCCESS
TXN000000000178,U117578,Croma,1640.39,Surat,2025-03-14 03:56:08,SUCCESS
TXN000000000179,U120339,Hotstar,1350.69,Chandigarh,2025-07-28 13:49:16,SUCCESS
TXN000000000180,U119409,Swiggy,4751.63,Indore,2025-04-07 20:44:22,SUCCESS
TXN000000000181,U042779,Netflix,4008.0,Ahmedabad,2025-12-15 19:05:57,SUCCESS
TXN000000000182,U057767,Croma,3892.18,Delhi,2025-12-07 09:58:28,SUCCESS
TXN000000000183,U019895,Uber,4243.48,Chandigarh,2025-12-21 06:30:32,SUCCESS
TXN000000000184,U191837,RelianceDigital,131976.47,Kolkata,2025-01-21 08:15:39,SUCCESS
TXN000000000185,U089998,RelianceDigital,4972.34,Mumbai,2025-07-26 14:13:02,SUCCESS
TXN000000000186,U090460,AppleStore,449.4,Surat,2025-04-05 08:15:30,FAILED
TXN000000000187,U156998,PaytmMall,1184.89,Pune,2025-08-11 10:03:41,FAILED
TXN000000000188,U114057,Myntra,2381.11,Lucknow,2025-05-21 07:26:26,SUCCESS
TXN000000000189,U097851,Swiggy,4594.37,Chennai,2025-12-23 07:22:23,SUCCESS
TXN000000000190,U015274,Flipkart,3263.98,Lucknow,2025-01-12 23:09:13,SUCCESS
TXN000000000191,U152818,PaytmMall,1738.79,Bhopal,2025-05-26 23:06:32,SUCCESS
TXN000000000192,U003408,Ola,3888.5,Hyderabad,2025-01-03 03:03:02,SUCCESS
TXN000000000193,U031056,GooglePlay,609.28,Indore,2025-10-18 11:38:45,SUCCESS
TXN000000000194,U039204,Swiggy,2199.18,Bangalore,2025-04-23 09:03:31,SUCCESS
TXN000000000195,U070586,PaytmMall,4053.85,Delhi,2025-05-25 08:00:52,FAILED
TXN000000000196,U022378,Uber,166722.62,Patna,2025-10-14 15:41:05,SUCCESS
TXN000000000197,U164498,Hotstar,196.08,Ahmedabad,2025-01-29 01:06:30,SUCCESS
TXN000000000198,U169126,Zomato,4528.42,Surat,2025-05-24 10:10:04,SUCCESS
TXN000000000199,U065087,GooglePlay,4150.21,Patna,2025-02-27 03:43:17,SUCCESS
TXN000000000200,U151909,Croma,3672.0,Patna,2025-05-24 23:14:55,SUCCESS
TXN000000000201,U083902,Uber,4651.22,Delhi,2025-10-22 19:35:09,SUCCESS
TXN000000000202,U069143,Ola,114.62,Indore,2025-08-22 06:47:58,SUCCESS
TXN000000000203,U088366,RelianceDigital,2195.81,Chandigarh,2025-01-01 03:44:31,SUCCESS
TXN000000000204,U068356,RelianceDigital,2901.59,Delhi,2025-01-23 07:24:47,SUCCESS
TXN000000000205,U095030,BookMyShow,4631.39,Lucknow,2025-09-08 02:20:15,SUCCESS
TXN000000000206,U132558,PaytmMall,3983.26,Bhopal,2025-12-26 18:17:44,SUCCESS
TXN000000000207,U175293,Croma,4411.99,Lucknow,2025-04-24 09:42:11,SUCCESS
TXN000000000208,U082019,Uber,4574.21,Indore,2025-11-20 16:13:11,SUCCESS
TXN000000000209,U083613,BookMyShow,4537.32,Bangalore,2025-09-03 01:28:05,SUCCESS
TXN000000000210,U094942,GooglePlay,4890.42,Patna,2026-01-20 01:39:30,SUCCESS
TXN000000000211,U003079,Netflix,3722.61,Bhopal,2025-11-14 09:20:30,SUCCESS
TXN000000000212,U093747,Uber,84.42,Bangalore,2025-03-01 16:19:37,SUCCESS
TXN000000000213,U158427,Swiggy,4044.41,Nagpur,2025-09-27 13:29:59,SUCCESS
TXN000000000214,U187951,GooglePlay,755.06,Surat,2025-05-04 18:08:47,SUCCESS
TXN000000000215,U162091,Swiggy,3729.15,Bhopal,2025-04-22 10:38:02,SUCCESS
TXN000000000216,U023166,IRCTC,1263.5,Pune,2025-01-20 00:38:29,SUCCESS
TXN000000000217,U008356,AppleStore,3710.94,Pune,2025-07-15 08:36:47,SUCCESS
TXN000000000218,U172430,AppleStore,271.51,Indore,2025-06-12 13:38:40,FAILED
TXN000000000219,U104764,PaytmMall,2728.39,Pune,2025-08-23 14:31:20,FAILED
TXN000000000220,U016664,Swiggy,508.79,Mumbai,2025-01-25 04:12:29,SUCCESS
TXN000000000221,U148321,Amazon,4983.38,Patna,2025-02-21 07:30:20,SUCCESS
TXN000000000222,U001531,Swiggy,1555.72,Ahmedabad,2025-05-29 03:00:15,SUCCESS
TXN000000000223,U152471,GooglePlay,2929.45,Delhi,2026-01-27 12:34:26,SUCCESS
TXN000000000224,U122710,IRCTC,444.74,Nagpur,2025-02-24 08:01:25,SUCCESS
TXN000000000225,U119106,PaytmMall,1959.78,Ahmedabad,2025-06-26 08:10:04,SUCCESS
TXN000000000226,U113939,Hotstar,2758.66,Chennai,2026-01-06 15:47:42,SUCCESS
TXN000000000227,U123188,Swiggy,958.85,Chennai,2025-08-08 22:12:21,SUCCESS
TXN000000000228,U182028,AppleStore,1847.27,Chandigarh,2026-01-15 12:00:45,FAILED
TXN000000000229,U072181,Amazon,3502.88,Pune,2025-09-22 06:41:33,SUCCESS
TXN000000000230,U003792,IRCTC,2341.62,Pune,2025-11-10 03:01:23,SUCCESS
TXN000000000231,U161314,Hotstar,4479.22,Indore,2025-06-16 17:06:13,FAILED
TXN000000000232,U139138,Amazon,4396.35,Lucknow,2025-01-23 05:41:19,SUCCESS
TXN000000000233,U071994,Swiggy,4706.37,Lucknow,2025-08-30 01:09:09,SUCCESS
TXN000000000234,U181137,Amazon,4370.4,Patna,2025-03-07 07:34:59,FAILED
TXN000000000235,U118319,Hotstar,49.25,Ahmedabad,2025-06-15 07:39:42,SUCCESS
TXN000000000236,U104600,Netflix,853.4,Hyderabad,2025-05-29 22:49:06,FAILED
TXN000000000237,U071693,Amazon,1901.28,Mumbai,2025-04-14 13:53:14,SUCCESS
TXN000000000238,U098424,Amazon,1757.47,Jaipur,2025-01-02 15:11:19,SUCCESS
TXN000000000239,U035819,BookMyShow,3279.37,Mumbai,2025-10-16 03:05:28,SUCCESS
TXN000000000240,U024130,PaytmMall,4035.5,Kolkata,2025-11-30 13:47:30,SUCCESS
TXN000000000241,U088212,Flipkart,3483.26,Bhopal,2025-11-18 15:19:36,SUCCESS
TXN000000000242,U141749,AppleStore,4612.95,Surat,2025-06-30 11:18:41,SUCCESS
TXN000000000243,U023272,Flipkart,3111.84,Chandigarh,2025-10-21 00:43:33,SUCCESS
TXN000000000244,U195586,Uber,679.93,Pune,2025-12-14 21:15:37,SUCCESS
TXN000000000245,U029139,Amazon,2385.79,Pune,2025-07-25 10:58:32,SUCCESS
TXN000000000246,U043438,AppleStore,198.29,Surat,2025-05-05 00:10:15,SUCCESS
TXN000000000247,U152650,BookMyShow,4911.7,Nagpur,2025-08-12 23:15:00,SUCCESS
TXN000000000248,U194946,Zomato,3491.55,Hyderabad,2025-02-23 23:21:58,SUCCESS
TXN000000000249,U132493,Hotstar,52243.01,Surat,2025-01-11 09:45:29,SUCCESS
TXN000000000250,U195040,Netflix,261538.58,Nagpur,2025-11-07 12:19:58,SUCCESS
TXN000000000251,U194727,AppleStore,3070.32,Nagpur,2025-11-17 15:21:09,SUCCESS
TXN000000000252,U143511,Croma,2926.56,Hyderabad,2025-03-06 20:22:44,FAILED
TXN000000000253,U195920,Flipkart,2334.62,Chennai,2025-02-15 16:43:22,SUCCESS
TXN000000000254,U182866,GooglePlay,1463.39,Jaipur,2025-10-24 09:18:06,SUCCESS
TXN000000000255,U172004,Zomato,725.56,Bangalore,2025-11-06 03:13:39,SUCCESS
TXN000000000256,U144934,Swiggy,2098.98,Lucknow,2025-01-09 17:07:05,SUCCESS
TXN000000000257,U003275,Swiggy,499515.4,Patna,2025-06-03 15:21:32,SUCCESS
TXN000000000258,U082754,Zomato,1052.16,Ahmedabad,2025-10-30 09:35:26,SUCCESS
TXN000000000259,U023415,Zomato,248974.16,Kolkata,2025-02-18 10:34:48,SUCCESS
TXN000000000260,U003363,Swiggy,987.57,Chandigarh,2025-03-15 22:50:20,SUCCESS
TXN000000000261,U101791,Uber,3973.38,Nagpur,2025-12-07 07:03:47,SUCCESS
TXN000000000262,U149229,BookMyShow,255708.8,Bhopal,2025-10-09 14:44:34,SUCCESS
TXN000000000263,U068614,PaytmMall,1024.76,Indore,2025-10-18 01:12:25,SUCCESS
TXN000000000264,U123148,Flipkart,701.57,Hyderabad,2025-12-30 13:06:04,SUCCESS
TXN000000000265,U142933,GooglePlay,1883.28,Indore,2025-09-21 01:57:40,SUCCESS
TXN000000000266,U170319,Hotstar,3974.7,Kolkata,2026-01-31 19:19:50,SUCCESS
TXN000000000267,U044397,Myntra,4648.22,Mumbai,2025-10-24 08:35:29,SUCCESS
TXN000000000268,U154187,Ola,4409.98,Indore,2025-01-20 20:07:10,SUCCESS
TXN000000000269,U151828,Myntra,2737.69,Bangalore,2025-04-01 07:51:34,SUCCESS
TXN000000000270,U064623,Zomato,39.8,Bhopal,2025-05-10 19:29:47,SUCCESS
TXN000000000271,U055000,AppleStore,347302.91,Pune,2025-09-02 12:11:48,SUCCESS
TXN000000000272,U166893,PaytmMall,2086.4,Patna,2025-05-09 16:58:51,FAILED
TXN000000000273,U007130,AppleStore,4049.47,Delhi,2025-12-09 00:56:00,SUCCESS
TXN000000000274,U030365,Croma,3318.39,Bangalore,2025-07-10 09:14:37,FAILED
TXN000000000275,U094439,Swiggy,1594.03,Patna,2025-10-14 06:55:05,FAILED
TXN000000000276,U016601,Hotstar,1176.28,Kolkata,2025-04-30 08:43:45,SUCCESS
TXN000000000277,U061341,Zomato,1241.6,Mumbai,2025-05-03 01:00:41,SUCCESS
TXN000000000278,U016865,Croma,1196.5,Pune,2025-09-22 02:35:12,SUCCESS
TXN000000000279,U044820,Ola,4735.43,Surat,2025-05-16 13:20:10,SUCCESS
TXN000000000280,U182414,Amazon,2708.63,Chandigarh,2025-11-22 00:59:23,SUCCESS
TXN000000000281,U059426,IRCTC,402.31,Chennai,2025-07-27 18:27:28,FAILED
TXN000000000282,U051558,Flipkart,2537.01,Lucknow,2025-06-14 06:08:48,FAILED
TXN000000000283,U077180,Hotstar,2600.76,Surat,2025-03-13 02:38:25,SUCCESS
TXN000000000284,U165848,Myntra,4711.33,Kolkata,2025-03-30 16:55:37,SUCCESS
TXN000000000285,U121039,Croma,2635.75,Kolkata,2025-01-28 08:58:50,SUCCESS
TXN000000000286,U051747,IRCTC,146638.14,Patna,2025-03-27 09:57:03,SUCCESS
TXN000000000287,U005129,Myntra,1305.48,Hyderabad,2025-08-31 14:01:11,SUCCESS
TXN000000000288,U091549,GooglePlay,2043.09,Mumbai,2025-09-12 17:56:52,SUCCESS
TXN000000000289,U159188,Zomato,559.6,Indore,2025-09-02 02:06:28,SUCCESS
TXN000000000290,U025154,GooglePlay,2628.77,Bangalore,2025-09-14 11:00:16,SUCCESS
TXN000000000291,U038025,Flipkart,403.37,Patna,2025-02-02 10:07:33,SUCCESS
